contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,expiry_date,option_type,mid_price,expiry_dt,T,spread_pct
SPY260720C00736000,2026-07-14 17:27:32+00:00,736.0,17.58,17.63,20.29,0.0,0.0,28.0,30.0,0.19300123413085937,True,REGULAR,USD,2026-07-20,call,18.96,2026-07-20,0.010958904109589041,0.14029535864978904
SPY260720C00737000,2026-07-15 13:53:54+00:00,737.0,17.39,16.72,18.24,0.27999878,1.6364627,1.0,8.0,0.13037979003906247,True,REGULAR,USD,2026-07-20,call,17.479999999999997,2026-07-20,0.010958904109589041,0.08695652173913043
SPY260720C00738000,2026-07-15 19:26:07+00:00,738.0,16.03,16.83,17.28,1.0300007,6.866671,5.0,18.0,0.1274501318359375,True,REGULAR,USD,2026-07-20,call,17.055,2026-07-20,0.010958904109589041,0.0263852242744065
SPY260720C00739000,2026-07-15 18:28:51+00:00,739.0,16.4,14.79,16.31,1.7199993,11.716617,3.0,54.0,0.1235439208984375,True,REGULAR,USD,2026-07-20,call,15.549999999999999,2026-07-20,0.010958904109589041,0.09774919614147907
SPY260720C00740000,2026-07-15 20:13:23+00:00,740.0,14.59,13.84,15.35,0.72000027,5.191062,240.0,235.0,0.12012598632812499,True,REGULAR,USD,2026-07-20,call,14.594999999999999,2026-07-20,0.010958904109589041,0.10346008907159986
SPY260720C00741000,2026-07-15 17:18:13+00:00,741.0,12.27,13.99,14.42,-0.5899992,-4.5878634,83.0,240.0,0.11805081176757812,True,REGULAR,USD,2026-07-20,call,14.205,2026-07-20,0.010958904109589041,0.030271031326997516
SPY260720C00742000,2026-07-15 17:42:49+00:00,742.0,12.25,13.06,13.47,0.39000034,3.2883673,205.0,263.0,0.11438873901367189,True,REGULAR,USD,2026-07-20,call,13.265,2026-07-20,0.010958904109589041,0.030908405578590283
SPY260720C00743000,2026-07-15 18:49:03+00:00,743.0,11.66,12.14,12.52,0.7699995,7.0707026,180.0,185.0,0.11048252807617187,True,REGULAR,USD,2026-07-20,call,12.33,2026-07-20,0.010958904109589041,0.03081914030819132
SPY260720C00744000,2026-07-15 17:28:27+00:00,744.0,9.83,11.24,11.6,-0.2300005,-2.286287,111.0,256.0,0.10755286987304688,True,REGULAR,USD,2026-07-20,call,11.42,2026-07-20,0.010958904109589041,0.03152364273204899
SPY260720C00745000,2026-07-15 20:03:49+00:00,745.0,10.9,10.35,10.71,1.4099998,14.857744,823.0,1586.0,0.1054776953125,True,REGULAR,USD,2026-07-20,call,10.530000000000001,2026-07-20,0.010958904109589041,0.0341880341880343
SPY260720C00746000,2026-07-15 19:15:29+00:00,746.0,9.13,9.47,9.82,0.6000004,7.0340023,408.0,125.0,0.10279217529296875,True,REGULAR,USD,2026-07-20,call,9.645,2026-07-20,0.010958904109589041,0.03628823224468633
SPY260720C00747000,2026-07-15 20:08:59+00:00,747.0,8.92,8.62,8.92,1.4099998,18.774963,494.0,492.0,0.09906906799316406,True,REGULAR,USD,2026-07-20,call,8.77,2026-07-20,0.010958904109589041,0.034207525655644326
SPY260720C00748000,2026-07-15 20:05:07+00:00,748.0,8.18,7.78,8.08,1.4200001,21.005917,1331.0,905.0,0.09693285888671876,True,REGULAR,USD,2026-07-20,call,7.93,2026-07-20,0.010958904109589041,0.03783102143757879
SPY260720C00750000,2026-07-15 20:03:49+00:00,750.0,6.58,6.19,6.44,1.1799998,21.851849,3051.0,1902.0,0.09156181884765624,True,REGULAR,USD,2026-07-20,call,6.315,2026-07-20,0.010958904109589041,0.0395882818685669
SPY260720C00751000,2026-07-15 20:09:54+00:00,751.0,5.62,5.46,5.63,0.8800001,18.565405,2062.0,2675.0,0.08802181518554689,True,REGULAR,USD,2026-07-20,call,5.545,2026-07-20,0.010958904109589041,0.03065825067628493
SPY260720C00752000,2026-07-15 20:10:12+00:00,752.0,4.73,4.74,4.9,0.6799998,16.79012,3872.0,2828.0,0.0857635369873047,True,REGULAR,USD,2026-07-20,call,4.82,2026-07-20,0.010958904109589041,0.033195020746887995
SPY260720C00753000,2026-07-15 20:13:30+00:00,753.0,4.15,4.06,4.22,0.60000014,16.901413,4680.0,1733.0,0.08387146606445314,True,REGULAR,USD,2026-07-20,call,4.14,2026-07-20,0.010958904109589041,0.03864734299516912
SPY260720C00754000,2026-07-15 20:13:56+00:00,754.0,3.49,3.47,3.5,0.56999993,19.520544,8698.0,1662.0,0.0797516342163086,True,REGULAR,USD,2026-07-20,call,3.4850000000000003,2026-07-20,0.010958904109589041,0.008608321377331363
SPY260720C00755000,2026-07-15 20:14:32+00:00,755.0,2.93,2.89,2.92,0.43000007,17.200003,10464.0,3341.0,0.07804266693115236,False,REGULAR,USD,2026-07-20,call,2.9050000000000002,2026-07-20,0.010958904109589041,0.010327022375215078
SPY260720C00756000,2026-07-15 20:14:12+00:00,756.0,2.38,2.36,2.39,0.32000017,15.533988,3354.0,1665.0,0.07624214782714846,False,REGULAR,USD,2026-07-20,call,2.375,2026-07-20,0.010958904109589041,0.012631578947368527
SPY260720C00757000,2026-07-15 20:13:23+00:00,757.0,1.94,1.9,1.93,0.23000002,13.450294,5027.0,1105.0,0.07483835327148439,False,REGULAR,USD,2026-07-20,call,1.915,2026-07-20,0.010958904109589041,0.015665796344647532
SPY260720C00758000,2026-07-15 20:14:57+00:00,758.0,1.47,1.5,1.52,0.07000005,5.000004,2858.0,887.0,0.073251455078125,False,REGULAR,USD,2026-07-20,call,1.51,2026-07-20,0.010958904109589041,0.013245033112582794
SPY260720C00759000,2026-07-15 20:10:31+00:00,759.0,1.15,1.16,1.18,0.03999996,3.6036,2163.0,859.0,0.07203076416015625,False,REGULAR,USD,2026-07-20,call,1.17,2026-07-20,0.010958904109589041,0.01709401709401711
SPY260720C00760000,2026-07-15 20:14:52+00:00,760.0,0.89,0.88,0.9,0.01999998,2.2988484,8508.0,3086.0,0.07099317687988281,False,REGULAR,USD,2026-07-20,call,0.89,2026-07-20,0.010958904109589041,0.02247191011235957
SPY260720C00761000,2026-07-15 20:12:47+00:00,761.0,0.67,0.65,0.67,-0.01999998,-2.898548,3603.0,818.0,0.06995558959960937,False,REGULAR,USD,2026-07-20,call,0.66,2026-07-20,0.010958904109589041,0.030303030303030328
SPY260720C00762000,2026-07-15 20:14:54+00:00,762.0,0.48,0.47,0.49,-0.03999999,-7.692306,2828.0,1102.0,0.06910110595703126,False,REGULAR,USD,2026-07-20,call,0.48,2026-07-20,0.010958904109589041,0.041666666666666706
SPY260720C00763000,2026-07-15 20:14:39+00:00,763.0,0.34,0.33,0.35,-0.060000002,-15.0,3736.0,1399.0,0.06836869140625002,False,REGULAR,USD,2026-07-20,call,0.33999999999999997,2026-07-20,0.010958904109589041,0.0588235294117646
SPY260720C00764000,2026-07-15 20:14:06+00:00,764.0,0.24,0.23,0.24,-0.060000017,-20.000006,2433.0,2630.0,0.06739213867187502,False,REGULAR,USD,2026-07-20,call,0.235,2026-07-20,0.010958904109589041,0.042553191489361625
SPY260720C00765000,2026-07-15 20:13:14+00:00,765.0,0.17,0.16,0.17,-0.060000002,-26.086956,2302.0,5880.0,0.06739213867187502,False,REGULAR,USD,2026-07-20,call,0.165,2026-07-20,0.010958904109589041,0.060606060606060656
SPY260720C00766000,2026-07-15 20:10:32+00:00,766.0,0.1,0.1,0.11,-0.059999995,-37.499996,1248.0,4015.0,0.06641558593750001,False,REGULAR,USD,2026-07-20,call,0.10500000000000001,2026-07-20,0.010958904109589041,0.09523809523809518
SPY260720C00767000,2026-07-15 20:11:17+00:00,767.0,0.08,0.07,0.08,-0.049999997,-38.461536,1043.0,1748.0,0.06714800048828126,False,REGULAR,USD,2026-07-20,call,0.07500000000000001,2026-07-20,0.010958904109589041,0.13333333333333325
SPY260731C00375000,2026-06-16 15:33:31+00:00,375.0,378.45,378.75,381.54,0.0,0.0,4.0,4.0,1.3144565527343748,True,REGULAR,USD,2026-07-31,call,380.145,2026-07-31,0.0410958904109589,0.007339304738981233
SPY260731C00380000,2026-06-16 14:37:04+00:00,380.0,373.33,373.76,376.56,0.0,0.0,1.0,1.0,1.2978550732421872,True,REGULAR,USD,2026-07-31,call,375.15999999999997,2026-07-31,0.0410958904109589,0.007463482247574399
SPY260731C00405000,2026-06-18 14:24:34+00:00,405.0,343.87,348.82,351.62,0.0,0.0,1.0,1.0,1.2099648876953122,True,REGULAR,USD,2026-07-31,call,350.22,2026-07-31,0.0410958904109589,0.007994974587402236
SPY260731C00420000,2026-07-09 17:34:48+00:00,420.0,332.73,333.85,336.65,0.0,0.0,54.0,33.0,1.1547893823242186,True,REGULAR,USD,2026-07-31,call,335.25,2026-07-31,0.0410958904109589,0.008351976137210901
SPY260731C00430000,2026-07-09 17:33:09+00:00,430.0,322.71,323.87,326.67,0.0,0.0,50.0,25.0,1.119145029296875,True,REGULAR,USD,2026-07-31,call,325.27,2026-07-31,0.0410958904109589,0.008608233160143915
SPY260731C00440000,2026-07-09 17:32:53+00:00,440.0,312.72,313.89,316.69,0.0,0.0,48.0,56.0,1.0830123974609376,True,REGULAR,USD,2026-07-31,call,315.28999999999996,2026-07-31,0.0410958904109589,0.008880712994386157
SPY260731C00445000,2026-07-09 17:33:11+00:00,445.0,307.75,308.9,311.7,0.0,0.0,2.0,3.0,1.0654343603515626,True,REGULAR,USD,2026-07-31,call,310.29999999999995,2026-07-31,0.0410958904109589,0.009023525620367425
SPY260731C00450000,2026-07-15 15:00:42+00:00,450.0,304.24,303.91,306.71,1.9100037,0.63176125,2.0,87.0,1.0478563232421876,True,REGULAR,USD,2026-07-31,call,305.31,2026-07-31,0.0410958904109589,0.009171006517965197
SPY260731C00455000,2026-07-09 16:45:50+00:00,455.0,296.82,298.92,301.72,0.0,0.0,2.0,4.0,1.0302782861328126,True,REGULAR,USD,2026-07-31,call,300.32000000000005,2026-07-31,0.0410958904109589,0.009323388385721934
SPY260731C00465000,2026-07-09 16:45:04+00:00,465.0,286.94,288.95,291.75,0.0,0.0,2.0,6.0,0.9975586181640624,True,REGULAR,USD,2026-07-31,call,290.35,2026-07-31,0.0410958904109589,0.009643533666264891
SPY260731C00470000,2026-07-14 19:16:38+00:00,470.0,283.1,283.96,286.75,0.0,0.0,15.0,25.0,0.9790041162109376,True,REGULAR,USD,2026-07-31,call,285.355,2026-07-31,0.0410958904109589,0.00977729494839768
SPY260731C00475000,2026-06-08 15:55:24+00:00,475.0,269.8,278.97,281.77,0.0,0.0,20.0,13.0,0.96289099609375,True,REGULAR,USD,2026-07-31,call,280.37,2026-07-31,0.0410958904109589,0.00998680315297626
SPY260731C00485000,2026-07-15 17:02:47+00:00,485.0,267.59,268.99,271.78,0.60998535,0.22847603,1.0,45.0,0.9272468212890624,True,REGULAR,USD,2026-07-31,call,270.385,2026-07-31,0.0410958904109589,0.010318619745917725
SPY260731C00490000,2026-07-09 16:45:17+00:00,490.0,261.99,264.06,266.57,0.0,0.0,204.0,103.0,0.8920909228515624,True,REGULAR,USD,2026-07-31,call,265.315,2026-07-31,0.0410958904109589,0.009460452669468334
SPY260731C00495000,2026-07-09 16:45:06+00:00,495.0,257.01,259.01,261.81,0.0,0.0,2.0,21.0,0.8945323046874999,True,REGULAR,USD,2026-07-31,call,260.40999999999997,2026-07-31,0.0410958904109589,0.010752275258246655
SPY260731C00500000,2026-07-10 19:53:14+00:00,500.0,256.37,254.02,256.82,0.0,0.0,2.0,35.0,0.8774426318359375,True,REGULAR,USD,2026-07-31,call,255.42000000000002,2026-07-31,0.0410958904109589,0.010962336543731825
SPY260731C00505000,2026-06-18 14:24:34+00:00,505.0,244.56,249.04,251.83,0.0,0.0,1.0,31.0,0.86132951171875,True,REGULAR,USD,2026-07-31,call,250.435,2026-07-31,0.0410958904109589,0.011140615329327053
SPY260731C00510000,2026-07-10 16:46:03+00:00,510.0,245.01,244.05,246.87,0.0,0.0,1.0,5.0,0.8474136352539061,True,REGULAR,USD,2026-07-31,call,245.46,2026-07-31,0.0410958904109589,0.011488633585920284
SPY260731C00515000,2026-04-16 13:42:47+00:00,515.0,191.93,224.44,227.78,0.0,0.0,8.0,8.0,1.0000000000000003e-05,True,REGULAR,USD,2026-07-31,call,226.11,2026-07-31,0.0410958904109589,0.014771571359073032
SPY260731C00520000,2026-07-02 14:18:35+00:00,520.0,232.48,234.06,236.86,0.0,0.0,1.0,10.0,0.8100604931640624,True,REGULAR,USD,2026-07-31,call,235.46,2026-07-31,0.0410958904109589,0.011891616410430694
SPY260731C00525000,2026-07-02 14:22:55+00:00,525.0,226.58,229.08,231.88,0.0,0.0,3.0,9.0,0.7954122021484374,True,REGULAR,USD,2026-07-31,call,230.48000000000002,2026-07-31,0.0410958904109589,0.012148559527941612
SPY260731C00530000,2026-07-02 14:29:48+00:00,530.0,220.0,224.09,226.89,0.0,0.0,2.0,6.0,0.7785666674804688,True,REGULAR,USD,2026-07-31,call,225.49,2026-07-31,0.0410958904109589,0.012417402102088708
SPY260731C00535000,2026-07-07 14:38:29+00:00,535.0,212.88,219.11,221.91,0.0,0.0,1.0,30.0,0.76367423828125,True,REGULAR,USD,2026-07-31,call,220.51,2026-07-31,0.0410958904109589,0.012697836832796622
SPY260731C00540000,2026-06-17 19:24:57+00:00,540.0,203.77,214.12,216.92,0.0,0.0,2.0,3.0,0.747072841796875,True,REGULAR,USD,2026-07-31,call,215.51999999999998,2026-07-31,0.0410958904109589,0.012991833704528504
SPY260731C00545000,2026-06-09 14:58:41+00:00,545.0,194.21,209.13,211.93,0.0,0.0,1.0,2.0,0.7307155834960937,True,REGULAR,USD,2026-07-31,call,210.53,2026-07-31,0.0410958904109589,0.013299767254073107
SPY260731C00550000,2026-07-08 14:51:04+00:00,550.0,193.04,204.14,206.94,0.0,0.0,1.0,22.0,0.7141141870117188,True,REGULAR,USD,2026-07-31,call,205.54,2026-07-31,0.0410958904109589,0.013622652525056006
SPY260731C00555000,2026-07-15 19:47:05+00:00,555.0,199.9,199.15,201.95,10.669998,5.6386395,1.0,3.0,0.6977569287109376,True,REGULAR,USD,2026-07-31,call,200.55,2026-07-31,0.0410958904109589,0.013961605584642147
SPY260731C00560000,2026-07-09 19:45:10+00:00,560.0,195.16,194.17,196.96,2.1100006,1.0929813,11.0,32.0,0.6821320849609377,True,REGULAR,USD,2026-07-31,call,195.565,2026-07-31,0.0410958904109589,0.014266356454375888
SPY260731C00565000,2026-07-02 15:05:50+00:00,565.0,182.84,189.18,191.98,0.0,0.0,1.0,3.0,0.6665072412109377,True,REGULAR,USD,2026-07-31,call,190.57999999999998,2026-07-31,0.0410958904109589,0.014691992863889091
SPY260731C00570000,2026-07-15 16:37:22+00:00,570.0,182.11,184.25,186.75,3.4100037,1.9082282,35.0,1379.0,0.6379430737304688,True,REGULAR,USD,2026-07-31,call,185.5,2026-07-31,0.0410958904109589,0.013477088948787063
SPY260731C00575000,2026-07-01 15:08:58+00:00,575.0,175.06,179.2,182.01,0.0,0.0,1.0,10.0,0.6345251391601563,True,REGULAR,USD,2026-07-31,call,180.605,2026-07-31,0.0410958904109589,0.015558816201101866
SPY260731C00580000,2026-07-07 13:40:16+00:00,580.0,171.38,174.28,176.78,0.0,0.0,4.0,184.0,0.6074258007812501,True,REGULAR,USD,2026-07-31,call,175.53,2026-07-31,0.0410958904109589,0.014242579616020053
SPY260731C00585000,2026-07-07 13:40:16+00:00,585.0,166.41,169.23,172.04,0.0,0.0,4.0,27.0,0.6035195898437502,True,REGULAR,USD,2026-07-31,call,170.635,2026-07-31,0.0410958904109589,0.016467899317256146
SPY260731C00590000,2026-07-14 14:34:12+00:00,590.0,164.24,164.25,167.05,0.0,0.0,1.0,56.0,0.58789474609375,True,REGULAR,USD,2026-07-31,call,165.65,2026-07-31,0.0410958904109589,0.016903108964684645
SPY260731C00595000,2026-06-16 20:01:53+00:00,595.0,157.42,159.32,161.83,0.0,0.0,3.0,294.0,0.5617719604492188,True,REGULAR,USD,2026-07-31,call,160.575,2026-07-31,0.0410958904109589,0.01563132492604714
SPY260731C00600000,2026-07-15 16:45:04+00:00,600.0,152.28,155.59,155.78,-0.9600067,-0.62647265,32.0,6355.0,0.5571333349609376,True,REGULAR,USD,2026-07-31,call,155.685,2026-07-31,0.0410958904109589,0.0012204130134566447
SPY260731C00605000,2026-07-13 17:28:58+00:00,605.0,146.43,149.29,152.09,0.0,0.0,2.0,21.0,0.5405319384765627,True,REGULAR,USD,2026-07-31,call,150.69,2026-07-31,0.0410958904109589,0.01858119317804772
SPY260731C00610000,2026-07-13 17:28:58+00:00,610.0,141.47,144.36,146.85,0.0,0.0,2.0,136.0,0.5144091528320311,True,REGULAR,USD,2026-07-31,call,145.60500000000002,2026-07-31,0.0410958904109589,0.017101061089934963
SPY260731C00615000,2026-07-13 17:28:59+00:00,615.0,136.49,139.38,141.88,0.0,0.0,2.0,572.0,0.5002491381835938,True,REGULAR,USD,2026-07-31,call,140.63,2026-07-31,0.0410958904109589,0.01777714570148617
SPY260731C00620000,2026-07-13 17:59:17+00:00,620.0,130.99,134.39,136.9,0.0,0.0,5.0,1231.0,0.5778850805664062,True,REGULAR,USD,2026-07-31,call,135.64499999999998,2026-07-31,0.0410958904109589,0.01850418371484404
SPY260731C00622000,2026-04-14 16:16:12+00:00,622.0,84.27,120.74,124.0,0.0,0.0,3.0,12.0,1.0000000000000003e-05,True,REGULAR,USD,2026-07-31,call,122.37,2026-07-31,0.0410958904109589,0.026640516466454236
SPY260731C00623000,2026-07-15 17:42:08+00:00,623.0,132.06,131.35,134.15,8.199997,6.620375,1.0,0.0,0.5805706005859376,True,REGULAR,USD,2026-07-31,call,132.75,2026-07-31,0.0410958904109589,0.02109227871939745
SPY260731C00625000,2026-07-15 16:55:21+00:00,625.0,127.82,129.41,131.92,3.1800003,2.5513482,2.0,605.0,0.5599409240722657,True,REGULAR,USD,2026-07-31,call,130.665,2026-07-31,0.0410958904109589,0.019209428691692426
SPY260731C00627000,2026-04-15 17:00:41+00:00,627.0,83.32,116.0,119.29,0.0,0.0,10.0,10.0,1.0000000000000003e-05,True,REGULAR,USD,2026-07-31,call,117.64500000000001,2026-07-31,0.0410958904109589,0.027965489396064483
SPY260731C00629000,2026-06-22 14:13:39+00:00,629.0,124.61,125.37,128.17,0.0,0.0,46.0,13.0,0.5583540258789064,True,REGULAR,USD,2026-07-31,call,126.77,2026-07-31,0.0410958904109589,0.02208724461623399
SPY260731C00630000,2026-07-09 18:27:24+00:00,630.0,122.32,124.43,126.93,0.0,0.0,1.0,798.0,0.5413864221191409,True,REGULAR,USD,2026-07-31,call,125.68,2026-07-31,0.0410958904109589,0.019891788669637173
SPY260731C00631000,2026-07-08 19:39:54+00:00,631.0,116.38,123.37,126.2,0.0,0.0,6.0,11.0,0.5521285021972657,True,REGULAR,USD,2026-07-31,call,124.785,2026-07-31,0.0410958904109589,0.02267900789357694
SPY260731C00632000,2026-06-17 20:08:03+00:00,632.0,112.21,122.38,125.18,0.0,0.0,5.0,10.0,0.5472457385253908,True,REGULAR,USD,2026-07-31,call,123.78,2026-07-31,0.0410958904109589,0.022620778801098817
SPY260731C00635000,2026-07-13 13:36:52+00:00,635.0,120.04,119.39,122.19,0.0,0.0,4.0,42.0,0.5361374511718751,True,REGULAR,USD,2026-07-31,call,120.78999999999999,2026-07-31,0.0410958904109589,0.02318072688136433
SPY260731C00636000,2026-07-06 18:25:03+00:00,636.0,117.5,118.39,121.19,0.0,0.0,1.0,15.0,0.532231240234375,True,REGULAR,USD,2026-07-31,call,119.78999999999999,2026-07-31,0.0410958904109589,0.023374238250271285
SPY260731C00637000,2026-04-14 13:34:02+00:00,637.0,67.16,106.56,109.87,0.0,0.0,1.0,702.0,1.0000000000000003e-05,True,REGULAR,USD,2026-07-31,call,108.215,2026-07-31,0.0410958904109589,0.03058725684978979
SPY260731C00638000,2026-06-29 15:47:08+00:00,638.0,103.83,116.46,118.96,0.0,0.0,1.0,566.0,0.512578116455078,True,REGULAR,USD,2026-07-31,call,117.71,2026-07-31,0.0410958904109589,0.021238637329028972
SPY260731C00639000,2026-06-17 20:00:59+00:00,639.0,106.0,115.41,118.21,0.0,0.0,20.0,21.0,0.5216112292480468,True,REGULAR,USD,2026-07-31,call,116.81,2026-07-31,0.0410958904109589,0.02397055046656962
SPY260731C00640000,2026-07-15 14:28:15+00:00,640.0,115.65,114.47,116.97,3.290001,2.9280891,2.0,314.0,0.5054981091308592,True,REGULAR,USD,2026-07-31,call,115.72,2026-07-31,0.0410958904109589,0.021603871413757345
SPY260731C00641000,2026-06-22 15:00:25+00:00,641.0,108.07,113.41,116.22,0.0,0.0,2.0,92.0,0.5144091528320311,True,REGULAR,USD,2026-07-31,call,114.815,2026-07-31,0.0410958904109589,0.024474154073945063
SPY260731C00643000,2026-06-30 17:53:36+00:00,643.0,106.84,111.48,113.97,0.0,0.0,1.0,105.0,0.4940236145019532,True,REGULAR,USD,2026-07-31,call,112.725,2026-07-31,0.0410958904109589,0.022089155023286716
SPY260731C00644000,2026-07-06 14:47:56+00:00,644.0,109.56,110.43,113.23,0.0,0.0,1.0,100.0,0.5033008654785156,True,REGULAR,USD,2026-07-31,call,111.83000000000001,2026-07-31,0.0410958904109589,0.025038004113386362
SPY260731C00645000,2026-07-15 18:34:09+00:00,645.0,110.87,109.49,112.0,2.0600052,1.8932132,2.0,172.0,0.4880422290039063,True,REGULAR,USD,2026-07-31,call,110.745,2026-07-31,0.0410958904109589,0.022664680120998735
SPY260731C00646000,2026-06-10 19:37:09+00:00,646.0,86.94,108.44,111.24,0.0,0.0,1.0,32.0,0.49597671997070314,True,REGULAR,USD,2026-07-31,call,109.84,2026-07-31,0.0410958904109589,0.025491624180626338
SPY260731C00647000,2026-07-01 17:40:40+00:00,647.0,103.93,107.5,110.0,0.0,0.0,3.0,1220.0,0.4803518762207031,True,REGULAR,USD,2026-07-31,call,108.75,2026-07-31,0.0410958904109589,0.022988505747126436
SPY260731C00649000,2026-07-02 17:33:31+00:00,649.0,95.27,105.45,108.25,0.0,0.0,1.0,12.0,0.4848684326171875,True,REGULAR,USD,2026-07-31,call,106.85,2026-07-31,0.0410958904109589,0.02620496022461392
SPY260731C00650000,2026-07-15 14:31:06+00:00,650.0,104.34,104.52,107.02,2.859993,2.8182824,1.0,1308.0,0.4699760034179688,True,REGULAR,USD,2026-07-31,call,105.77,2026-07-31,0.0410958904109589,0.023636191736787368
SPY260731C00651000,2026-06-16 17:50:32+00:00,651.0,104.42,103.46,106.25,0.0,0.0,1.0,18.0,0.4771780798339844,True,REGULAR,USD,2026-07-31,call,104.85499999999999,2026-07-31,0.0410958904109589,0.0266081731915503
SPY260731C00653000,2026-05-12 17:54:49+00:00,653.0,91.66,101.79,105.14,0.0,0.0,2.0,46.0,0.5073901800537108,True,REGULAR,USD,2026-07-31,call,103.465,2026-07-31,0.0410958904109589,0.03237809887401531
SPY260731C00654000,2026-06-09 16:38:26+00:00,654.0,77.74,100.54,103.04,0.0,0.0,1.0,153.0,0.4556939196777344,True,REGULAR,USD,2026-07-31,call,101.79,2026-07-31,0.0410958904109589,0.024560369387955593
SPY260731C00655000,2026-07-10 15:10:31+00:00,655.0,98.1,99.54,102.05,0.0,0.0,18.0,236.0,0.4523980541992188,True,REGULAR,USD,2026-07-31,call,100.795,2026-07-31,0.0410958904109589,0.024902028870479594
SPY260731C00657000,2026-07-02 16:41:33+00:00,657.0,88.92,97.55,100.06,0.0,0.0,1.0,167.0,0.44525701232910153,True,REGULAR,USD,2026-07-31,call,98.805,2026-07-31,0.0410958904109589,0.02540357269368964
SPY260731C00658000,2026-07-13 16:23:49+00:00,658.0,93.8,96.49,99.3,0.0,0.0,1.0,75.0,0.4523370196533204,True,REGULAR,USD,2026-07-31,call,97.895,2026-07-31,0.0410958904109589,0.0287042239133766
SPY260731C00659000,2026-07-15 14:49:24+00:00,659.0,96.11,95.56,98.07,3.0100021,3.2330852,3.0,192.0,0.4381159704589844,True,REGULAR,USD,2026-07-31,call,96.815,2026-07-31,0.0410958904109589,0.025925734648556433
SPY260731C00660000,2026-07-15 16:28:21+00:00,660.0,92.7,94.57,97.07,0.83999634,0.91443104,2.0,604.0,0.4342707940673829,True,REGULAR,USD,2026-07-31,call,95.82,2026-07-31,0.0410958904109589,0.02609058651638489
SPY260731C00661000,2026-07-14 20:03:08+00:00,661.0,92.73,93.57,96.08,0.0,0.0,3.0,287.0,0.4309138940429688,True,REGULAR,USD,2026-07-31,call,94.82499999999999,2026-07-31,0.0410958904109589,0.02646981281307678
